"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","686","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and read-only role is selected","CreateUserForm","Sat Jan 17 00:43:21 UTC 2026","passed","Sat Jan 17 00:43:21 UTC 2026","","","",""
"Test cases for TestFloatIsZero","1","TestFloatIsZero","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatIsZero","TestFloatIsZero"
"Test cases for TestResources_DeleteSavedQueryPermissions","1","TestResources_DeleteSavedQueryPermissions","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQueryPermissions","TestResources_DeleteSavedQueryPermissions"
"Test cases for TestManagementResource_DeleteUser_BadUserID","0","TestManagementResource_DeleteUser_BadUserID","","Sat Jan 17 00:42:14 UTC 2026","passed","Sat Jan 17 00:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_BadUserID","TestManagementResource_DeleteUser_BadUserID"
"","238","shows an error state","AssetGroupMenuItem","Sat Jan 17 00:43:49 UTC 2026","passed","Sat Jan 17 00:43:49 UTC 2026","","","",""
"","1512","renders","DatabaseManagement","Sat Jan 17 00:47:39 UTC 2026","passed","Sat Jan 17 00:47:40 UTC 2026","","","",""
"","51","initializes with the given state","useObjectState","Sat Jan 17 00:46:28 UTC 2026","passed","Sat Jan 17 00:46:28 UTC 2026","","","",""
"Test cases for TestResources_ListADEntityConstrainedDelegationRights","0","TestResources_ListADEntityConstrainedDelegationRights","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityConstrainedDelegationRights","TestResources_ListADEntityConstrainedDelegationRights"
"","364","should not have less characters than the minimum requirement","UpdateUserForm","Sat Jan 17 00:42:57 UTC 2026","passed","Sat Jan 17 00:42:57 UTC 2026","","","",""
"","168","will request feature-flags when the user is fully authenticated","app","Sat Jan 17 00:48:01 UTC 2026","passed","Sat Jan 17 00:48:01 UTC 2026","","<Inner />","",""
"","224","should display ""Create Token"" button","UserTokenManagementDialog","Sat Jan 17 00:45:41 UTC 2026","passed","Sat Jan 17 00:45:41 UTC 2026","","","",""
"","1","handles percent values by multiplying by 100, truncating to an integer, and adding a ""%"" to the end","Formatting number properties","Sat Jan 17 00:44:01 UTC 2026","passed","Sat Jan 17 00:44:01 UTC 2026","","","",""
"","187","calls onLayoutChange with the selected layout","GraphControls","Sat Jan 17 00:43:29 UTC 2026","passed","Sat Jan 17 00:43:29 UTC 2026","","Selecting a layout","",""
"","727","clicking cancel on the form takes the user back to the details page the user was on previously","Rule Form","Sat Jan 17 00:43:07 UTC 2026","passed","Sat Jan 17 00:43:08 UTC 2026","","","",""
"Test cases for TestParseLimitQueryParameter_BadFormat","0","TestParseLimitQueryParameter_BadFormat","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_BadFormat","TestParseLimitQueryParameter_BadFormat"
"","542","should render","PasswordResetForm","Sat Jan 17 00:44:36 UTC 2026","passed","Sat Jan 17 00:44:37 UTC 2026","","","",""
"","262","should handle click events on apply and cancel","ConfirmUpdateQueryDialog","Sat Jan 17 00:46:41 UTC 2026","passed","Sat Jan 17 00:46:42 UTC 2026","","","",""
"Test cases for TestResources_ListADGroupSessions","0","TestResources_ListADGroupSessions","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGroupSessions","TestResources_ListADGroupSessions"
"Test cases for TestMap","0","TestMap","","Sat Jan 17 00:42:11 UTC 2026","passed","Sat Jan 17 00:42:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestMap","TestMap"
"Test cases for Test_UseFixture","0","Test_UseFixture","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseFixture","Test_UseFixture"
"","955","dark mode should persist between logging in and out","redux store","Sat Jan 17 00:48:07 UTC 2026","passed","Sat Jan 17 00:48:08 UTC 2026","","","",""
"","69","should display a total count of asset group members","AssetGroupEdit","Sat Jan 17 00:45:25 UTC 2026","passed","Sat Jan 17 00:45:25 UTC 2026","","","",""
"","1067","displays validation error messages when password does not meet requirements","PasswordDialog","Sat Jan 17 00:43:08 UTC 2026","passed","Sat Jan 17 00:43:09 UTC 2026","","","",""
"Test cases for TestParseSkipQueryParameter_BadFormat","0","TestParseSkipQueryParameter_BadFormat","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseSkipQueryParameter_BadFormat","TestParseSkipQueryParameter_BadFormat"
"Test cases for TestResources_UpdateAssetGroupTag","1","TestResources_UpdateAssetGroupTag","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupTag","TestResources_UpdateAssetGroupTag"
"Test cases for TestResources_GetEnterpriseCAEntityInfo","171","TestResources_GetEnterpriseCAEntityInfo","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetEnterpriseCAEntityInfo","TestResources_GetEnterpriseCAEntityInfo"
"Test cases for TestDatabaseWipe","3","TestDatabaseWipe","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabaseWipe","TestDatabaseWipe"
"Test cases for TestInvalidValueError","0","TestInvalidValueError","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestInvalidValueError","TestInvalidValueError"
"Test cases for TestJSONFloat_UnmarshalJSON","0","TestJSONFloat_UnmarshalJSON","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_UnmarshalJSON","TestJSONFloat_UnmarshalJSON"
"Test cases for TestURLJoinPathEscapesSlashes","0","TestURLJoinPathEscapesSlashes","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestURLJoinPathEscapesSlashes","TestURLJoinPathEscapesSlashes"
"Test cases for Test_hasCycle","0","Test_hasCycle","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_hasCycle","Test_hasCycle"
"Test cases for TestJSONFloat_MarshalJSON","0","TestJSONFloat_MarshalJSON","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON","TestJSONFloat_MarshalJSON"
"Test cases for TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate","0","TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate","","Sat Jan 17 00:41:59 UTC 2026","passed","Sat Jan 17 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate","TestDomainSelectors_GetFilterCriteria_InvalidFilterPredicate"
"","1772","should display search results when the user enters text","AssetGroupEdit","Sat Jan 17 00:45:25 UTC 2026","passed","Sat Jan 17 00:45:26 UTC 2026","","","",""
"Test cases for TestBuildErrorResponseDefault","0","TestBuildErrorResponseDefault","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseDefault","TestBuildErrorResponseDefault"
"Test cases for TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError","0","TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError","TestResources_DeleteSavedQuery_IsPublicSavedQueryDBError"
"","48","has a button with text Clear Filters","AssetGroupEdit","Sat Jan 17 00:43:46 UTC 2026","passed","Sat Jan 17 00:43:46 UTC 2026","","Clear Filters button","",""
"","60","when there is no ID in the URL the highest position tag ID is returned","usePZQueryParams","Sat Jan 17 00:45:11 UTC 2026","passed","Sat Jan 17 00:45:11 UTC 2026","","","",""
"","15","renders note content when currentNote is present","HistoryNotes Component","Sat Jan 17 00:46:47 UTC 2026","passed","Sat Jan 17 00:46:47 UTC 2026","","","",""
"Test cases for TestNormalizeToUTF8_LargeInput","0","TestNormalizeToUTF8_LargeInput","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestNormalizeToUTF8_LargeInput","TestNormalizeToUTF8_LargeInput"
"","435","should call ""onSave"" one time","Enable2FADialog","Sat Jan 17 00:45:46 UTC 2026","passed","Sat Jan 17 00:45:46 UTC 2026","user clicks ""Disable Multi-Factor Authentication"" button","user enters valid password","",""
"","183","toggles a child off","SourceKindsCheckboxes","Sat Jan 17 00:44:24 UTC 2026","passed","Sat Jan 17 00:44:24 UTC 2026","","","",""
"","114","renders correctly","NodeIcon","Sat Jan 17 00:46:25 UTC 2026","passed","Sat Jan 17 00:46:25 UTC 2026","","","",""
"Test cases for TestUnique","0","TestUnique","","Sat Jan 17 00:42:11 UTC 2026","passed","Sat Jan 17 00:42:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestUnique","TestUnique"
"Test cases for TestMatches_Success","0","TestMatches_Success","","Sat Jan 17 00:41:59 UTC 2026","passed","Sat Jan 17 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_Success","TestMatches_Success"
"","121","should call onCancel when return to login button clicked","PasswordResetForm","Sat Jan 17 00:44:40 UTC 2026","passed","Sat Jan 17 00:44:40 UTC 2026","","","",""
"Test cases for TestMarshalString","0","TestMarshalString","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalString","TestMarshalString"
"Test cases for TestResources_GetPathfindingResult","1","TestResources_GetPathfindingResult","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetPathfindingResult","TestResources_GetPathfindingResult"
"Test cases for TestJSONFloat_MarshalJSON_NaN","0","TestJSONFloat_MarshalJSON_NaN","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON_NaN","TestJSONFloat_MarshalJSON_NaN"
"","60","composes search params from the search prop and use them in the link","AppLink","Sat Jan 17 00:45:18 UTC 2026","passed","Sat Jan 17 00:45:18 UTC 2026","","","",""
"Test cases for TestManagementResource_ListUsers_DBError","0","TestManagementResource_ListUsers_DBError","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_DBError","TestManagementResource_ListUsers_DBError"
"","0","accepts a sort and compare function","areArraysSimilar","Sat Jan 17 00:46:43 UTC 2026","passed","Sat Jan 17 00:46:43 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_SortingError","0","TestResources_ListAuditLogs_SortingError","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_SortingError","TestResources_ListAuditLogs_SortingError"
"","84","clicking cancel on the form takes the user back to the page the user was on previously","Tag Form","Sat Jan 17 00:42:50 UTC 2026","passed","Sat Jan 17 00:42:50 UTC 2026","","","",""
"","3","reports when API error response has errors array","handleError","Sat Jan 17 00:45:39 UTC 2026","passed","Sat Jan 17 00:45:39 UTC 2026","","","",""
"Test cases for TestSavedQueries_IsString","0","TestSavedQueries_IsString","","Sat Jan 17 00:41:59 UTC 2026","passed","Sat Jan 17 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestSavedQueries_IsString","TestSavedQueries_IsString"
"Test cases for TestManagementResource_CreateSAMLProviderMultipart","6","TestManagementResource_CreateSAMLProviderMultipart","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateSAMLProviderMultipart","TestManagementResource_CreateSAMLProviderMultipart"
"","141","displays a table of completed ingest logs","FileIngest","Sat Jan 17 00:46:13 UTC 2026","passed","Sat Jan 17 00:46:13 UTC 2026","","","",""
"","8","displays lastlogon cell as NEVER when the value is -1","ExploreTableDataCell","Sat Jan 17 00:46:21 UTC 2026","passed","Sat Jan 17 00:46:21 UTC 2026","","","",""
"Test cases for TestUnmarshalTimeJSON","0","TestUnmarshalTimeJSON","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeJSON","TestUnmarshalTimeJSON"
"Test cases for TestStringValueOrZero","0","TestStringValueOrZero","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringValueOrZero","TestStringValueOrZero"
"","2062","Kebab menu click causes the callback function to be called with the correct parameters","ExploreTable","Sat Jan 17 00:42:53 UTC 2026","passed","Sat Jan 17 00:42:55 UTC 2026","","","",""
"","2299","hides the password field and removes the requirement when logged in with SSO","Users","Sat Jan 17 00:44:15 UTC 2026","passed","Sat Jan 17 00:44:18 UTC 2026","","","",""
"","863","renders a button that expands the filter section","AssetGroupEdit","Sat Jan 17 00:43:43 UTC 2026","passed","Sat Jan 17 00:43:44 UTC 2026","","","",""
"Test cases for TestManagementResource_OIDCCallbackHandler","9","TestManagementResource_OIDCCallbackHandler","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCCallbackHandler","TestManagementResource_OIDCCallbackHandler"
"Test cases for TestCreateUser_Success","871","TestCreateUser_Success","","Sat Jan 17 00:41:59 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_Success","TestCreateUser_Success"
"","16","when password is expired and not on password reset page, redirects to password reset page","AuthenticatedRoute","Sat Jan 17 00:48:01 UTC 2026","passed","Sat Jan 17 00:48:01 UTC 2026","","","",""
"","141","should display ""Disable Multi-Factor Authentication"" button","Enable2FADialog","Sat Jan 17 00:45:46 UTC 2026","passed","Sat Jan 17 00:45:46 UTC 2026","","","",""
"","52","displays the value from filterParams.node_type","AssetGroupEdit","Sat Jan 17 00:43:44 UTC 2026","passed","Sat Jan 17 00:43:44 UTC 2026","","Node Type dropdown filter","",""
"","285","should handle close event","TagToZoneLabelDialog","Sat Jan 17 00:44:59 UTC 2026","passed","Sat Jan 17 00:45:00 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_GetRolesError","1645","TestManagementResource_UpdateUser_GetRolesError","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_GetRolesError","TestManagementResource_UpdateUser_GetRolesError"
"","351","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Sat Jan 17 00:43:35 UTC 2026","passed","Sat Jan 17 00:43:35 UTC 2026","","","",""
"","19","upon selecting just a destination node, updates the URL with a searchType of 'node' and secondarySearch of the node's objectid","usePathfindingSearch","Sat Jan 17 00:44:41 UTC 2026","passed","Sat Jan 17 00:44:41 UTC 2026","","","",""
"","773","displays must be new password error messages when current password is the same as new password","PasswordDialog","Sat Jan 17 00:43:11 UTC 2026","passed","Sat Jan 17 00:43:12 UTC 2026","","","",""
"","547","does not display must be new password error messages when current password is not required","PasswordDialog","Sat Jan 17 00:43:12 UTC 2026","passed","Sat Jan 17 00:43:12 UTC 2026","","","",""
"","383","renders a list of asset group members","GroupManagement","Sat Jan 17 00:47:51 UTC 2026","passed","Sat Jan 17 00:47:52 UTC 2026","","","",""
"Test cases for TestManagementResource_ListUsers_InvalidColumn","0","TestManagementResource_ListUsers_InvalidColumn","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_InvalidColumn","TestManagementResource_ListUsers_InvalidColumn"
"","1","does not change the day, month, or year value of the DateTime object","floorToNearestMinute","Sat Jan 17 00:46:20 UTC 2026","passed","Sat Jan 17 00:46:20 UTC 2026","","","",""
"Test cases for TestAddOrderByToNeo4jQuery_NoOrderByClause","0","TestAddOrderByToNeo4jQuery_NoOrderByClause","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddOrderByToNeo4jQuery_NoOrderByClause","TestAddOrderByToNeo4jQuery_NoOrderByClause"
"","9","fully replaces state","useObjectState","Sat Jan 17 00:46:28 UTC 2026","passed","Sat Jan 17 00:46:28 UTC 2026","","","",""
"Test cases for TestUnmarshalNonIntegerNumber","0","TestUnmarshalNonIntegerNumber","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalNonIntegerNumber","TestUnmarshalNonIntegerNumber"
"","92","should on clicking remove call clearSelectedItem","EntityInfoHeader","Sat Jan 17 00:45:25 UTC 2026","passed","Sat Jan 17 00:45:25 UTC 2026","","","",""
"Test cases for TestGetPlatformAggregateStats_Success","3","TestGetPlatformAggregateStats_Success","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetPlatformAggregateStats_Success","TestGetPlatformAggregateStats_Success"
"","527","calls onSave without current password when requireCurrentPassword is false","PasswordDialog","Sat Jan 17 00:43:13 UTC 2026","passed","Sat Jan 17 00:43:13 UTC 2026","","","",""
"Test cases for TestResources_GetComputerEntityInfo","2","TestResources_GetComputerEntityInfo","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetComputerEntityInfo","TestResources_GetComputerEntityInfo"
"Test cases for TestHasSequence","0","TestHasSequence","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestHasSequence","TestHasSequence"
"","1578","renders","Glyph Select Dialog","Sat Jan 17 00:46:39 UTC 2026","passed","Sat Jan 17 00:46:40 UTC 2026","","","",""
"Test cases for TestRoleAssignments_NodesWithRolesExclusive","0","TestRoleAssignments_NodesWithRolesExclusive","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodesWithRolesExclusive","TestRoleAssignments_NodesWithRolesExclusive"
"","136","links to the specified route with global params intact","AppLink","Sat Jan 17 00:45:17 UTC 2026","passed","Sat Jan 17 00:45:17 UTC 2026","","","",""
"","84","shows the direct object list and expanded object list empty, when only direct objects in results","Seed Selection Results","Sat Jan 17 00:43:59 UTC 2026","passed","Sat Jan 17 00:43:59 UTC 2026","","","",""
"Test cases for TestQueries_BuildEntityQueryParams_MissingObjectID","0","TestQueries_BuildEntityQueryParams_MissingObjectID","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_MissingObjectID","TestQueries_BuildEntityQueryParams_MissingObjectID"
"Test cases for TestResources_DeleteSavedQuery_DBError","0","TestResources_DeleteSavedQuery_DBError","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_DBError","TestResources_DeleteSavedQuery_DBError"
"","8","disables the upload button and does not populate a table if the user lacks the permission","File Upload","Sat Jan 17 00:44:32 UTC 2026","passed","Sat Jan 17 00:44:32 UTC 2026","","","",""
"","0","should appropriately handle edges that contain underscores","getEdgeDataFromKey","Sat Jan 17 00:48:10 UTC 2026","passed","Sat Jan 17 00:48:10 UTC 2026","","","",""
"","1","Will ignore colons after the first and use them as part of the keyword search","Parsing the debounced input for type and keyword values","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","","",""
"Test cases for TestNewSIDSuffix","0","TestNewSIDSuffix","","Sat Jan 17 00:42:08 UTC 2026","passed","Sat Jan 17 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNewSIDSuffix","TestNewSIDSuffix"
"Test cases for TestResources_ListADEntityLinkedGPOs","0","TestResources_ListADEntityLinkedGPOs","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityLinkedGPOs","TestResources_ListADEntityLinkedGPOs"
"","91","when session token or user are null, redirects to /login","AuthenticatedRoute","Sat Jan 17 00:48:01 UTC 2026","passed","Sat Jan 17 00:48:01 UTC 2026","","","",""
"","493","navigates to object details when clicking an object row","ObjectsAccordion","Sat Jan 17 00:45:03 UTC 2026","passed","Sat Jan 17 00:45:03 UTC 2026","","","",""
"Test cases for TestContextMiddleware","0","TestContextMiddleware","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware","TestContextMiddleware"
"","579","should call onSubmit with initiation_url of selected SSO provider","LoginViaSSOForm","Sat Jan 17 00:45:30 UTC 2026","passed","Sat Jan 17 00:45:31 UTC 2026","","","",""
"","2","rounds down fractional minutes/days","getSimpleDuration","Sat Jan 17 00:46:20 UTC 2026","passed","Sat Jan 17 00:46:20 UTC 2026","","","",""
"","1620","""Columns"" button allows user to edit column settings","ExploreTable","Sat Jan 17 00:42:44 UTC 2026","passed","Sat Jan 17 00:42:46 UTC 2026","","","",""
"","825","opens and closes the filter","FileIngestFilterDialog","Sat Jan 17 00:43:32 UTC 2026","passed","Sat Jan 17 00:43:33 UTC 2026","","","",""
"","754","should render a create user form","CreateUserDialog","Sat Jan 17 00:43:17 UTC 2026","passed","Sat Jan 17 00:43:18 UTC 2026","","","",""
"","224","renders the QuerySearchFilter component","QuerySearchFilter","Sat Jan 17 00:45:10 UTC 2026","passed","Sat Jan 17 00:45:10 UTC 2026","","","",""
"","1","returns graphData as is if it doesnt match the GraphResponse interface","normalizeGraphDataForSigma","Sat Jan 17 00:48:09 UTC 2026","passed","Sat Jan 17 00:48:09 UTC 2026","","","",""
"Test cases for TestLoginExpiry","0","TestLoginExpiry","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginExpiry","TestLoginExpiry"
"","706","should render inputs, labels, and action buttons","UpsertSAMLProviderForm","Sat Jan 17 00:45:53 UTC 2026","passed","Sat Jan 17 00:45:54 UTC 2026","","","",""
"","70","Searching for custom node type with databaseId returns node properties","useFetchEntityProperties","Sat Jan 17 00:45:54 UTC 2026","passed","Sat Jan 17 00:45:54 UTC 2026","","","",""
"","1","should return the edge parts from the key","getEdgeDataFromKey","Sat Jan 17 00:48:10 UTC 2026","passed","Sat Jan 17 00:48:10 UTC 2026","","","",""
"Test cases for TestMarshalInt64","0","TestMarshalInt64","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt64","TestMarshalInt64"
"","138","should redirect to nested /file-ingest route if user navigates to /","Administration","Sat Jan 17 00:48:01 UTC 2026","passed","Sat Jan 17 00:48:01 UTC 2026","","","",""
"","156","invokes handleFilterChange with eq:false when clicked and custom_member filter is on","AssetGroupEdit","Sat Jan 17 00:43:46 UTC 2026","passed","Sat Jan 17 00:43:46 UTC 2026","","Custom Member checkbox filter","",""
"","59","clicking a disabled header does not toggle content","<DetailsAccordion />","Sat Jan 17 00:43:35 UTC 2026","passed","Sat Jan 17 00:43:35 UTC 2026","","","",""
"Test cases for TestResources_GetAnalysisRequest","0","TestResources_GetAnalysisRequest","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAnalysisRequest","TestResources_GetAnalysisRequest"
"Test cases for TestBoolIsZero","0","TestBoolIsZero","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolIsZero","TestBoolIsZero"
"Test cases for TestResources_PreviewSelectors","0","TestResources_PreviewSelectors","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_PreviewSelectors","TestResources_PreviewSelectors"
"","512","should close the dialog when the Cancel button is clicked","Privilege Zones History Filter Dialog","Sat Jan 17 00:44:32 UTC 2026","passed","Sat Jan 17 00:44:32 UTC 2026","","","",""
"","60","passes the check for at least one permission if the user is missing one of many required permissions","usePermissions","Sat Jan 17 00:43:54 UTC 2026","passed","Sat Jan 17 00:43:54 UTC 2026","","","",""
"","47","indicates that filters are inactive","AssetGroupEdit","Sat Jan 17 00:43:44 UTC 2026","passed","Sat Jan 17 00:43:44 UTC 2026","","","",""
